ProblemName,Permutation,T_lp-bb,T_lp-bb-confgraph,T_lp-bb-no-lp,N_lp-bb,N_lp-bb-confgraph,N_lp-bb-no-lp,DI_lp-bb,DI_lp-bb-confgraph,DI_lp-bb-no-lp,TQ+1_lp-bb,TQ+1_lp-bb-confgraph,TQ+1_lp-bb-no-lp,NQ+100_lp-bb,NQ+100_lp-bb-confgraph,NQ+100_lp-bb-no-lp,DIQ_lp-bb,DIQ_lp-bb-confgraph,DIQ_lp-bb-no-lp
sporttournament12,1,6.32,6.01,6.31,995,904,868,72.72,68.57,73.82,1.00136798905609,0.958960328317373,1,1.13119834710744,1.03719008264463,1,0.985098889189922,0.928881062042807,1
sporttournament12,2,6.25,6.08,6.3,995,904,868,72.35,70.22,73.28,0.993150684931507,0.96986301369863,1,1.13119834710744,1.03719008264463,1,0.987308951965065,0.958242358078603,1
sporttournament14,0,7200,7200,7200,44923,45148,45151,41893.06,41823.75,41823.75,1,1,1,0.994961437316302,0.999933703122583,1,1.00165719238471,1,1
sporttournament14,1,7200,7200,7200,45125,45097,45104,41835.02,41832.7,41835.58,1,1,1,1.00046456065835,0.999845146447217,1,0.9999866142647,0.9999311590756,1
sporttournament14,2,7200,7200,7200,45111,45082,45113,41833.18,41839.81,41836.42,1,1,1,0.999955764934864,0.99931435649039,1,0.999922555515027,1.0000810298778,1
sporttournament16,0,36.47,37.62,51.5,3958,4018,4785,302.25,307.4,396.37,0.713714285714286,0.735619047619048,1,0.830706243602866,0.842988741044012,1,0.762545096753034,0.775538007417312,1
sporttournament16,1,36.52,37.78,51.36,3958,4018,4785,302.99,309.51,393.25,0.716577540106952,0.740641711229947,1,0.830706243602866,0.842988741044012,1,0.770476795931341,0.787056579783852,1
sporttournament16,2,36.37,37.69,51.5,3958,4018,4785,302.39,307.13,394.66,0.711809523809524,0.736952380952381,1,0.830706243602866,0.842988741044012,1,0.76620382101049,0.778214159022956,1
sporttournament18,0,518.27,407.53,510.88,135577,87604,137834,2934.73,2481.23,2855.09,1.01443697741658,0.79809721028366,1,0.983637101802311,0.635840329432917,1,1.02789404186908,0.869054915957115,1
sporttournament18,1,518.27,407.26,511.38,135577,87604,137834,2931.72,2481.46,2859.43,1.01344705101682,0.796791443850267,1,0.983637101802311,0.635840329432917,1,1.02528126234949,0.86781631304141,1
sporttournament18,2,518.14,406.99,511.04,135577,87604,137834,2932.22,2477.79,2856.84,1.01386610421061,0.796793219279744,1,0.983637101802311,0.635840329432917,1,1.02638579689447,0.86731843575419,1
sporttournament20,0,6466.71,7200,7200,1813679,2164885,2351103,23046.71,25168.8,25398.72,0.89816830995695,1,1,0.771425946632426,0.920798842124649,1,0.90739651447002,0.990947575310882,1
sporttournament20,1,6479.3,7200,7200,1813679,2169138,2348794,23086.05,25133.65,25418.21,0.899916678239133,1,1,0.772184270554567,0.923514641358869,1,0.908248456519952,0.988804876503892,1
sporttournament20,2,6456.04,7200,7200,1813679,2166576,2347432,23018.36,25154.25,25422.11,0.89668657130954,1,1,0.772632279346991,0.922959090653503,1,0.905446479462169,0.989463502439412,1
sporttournament22,0,7200,7200,7200,1536902,1511368,1537654,48053.17,47178.03,45487.3,1,1,1,0.999510975097447,0.982906238579122,1,1.05640849204064,1.03716927581984,1
sporttournament22,1,7200,7200,7200,1542278,1512202,1440663,48030.81,47174.79,47473.78,1,1,1,1.07052860185888,1.04965355162508,1,1.01173342421859,0.993701997186657,1
sporttournament22,2,7200,7200,7200,1701963,1661789,1951952,49129.94,47013.47,46326.69,1,1,1,0.87193527631436,0.85135488193962,1,1.06051047463136,1.01482471551497,1
sporttournament24,0,7200,7200,7200,816160,814481,862891,47271.34,51137.37,47128.82,1,1,1,0.94584995672029,0.943904397612489,1,1.00302405194953,1.08505517430736,1
sporttournament24,1,7200,7200,7200,812317,816928,858321,47294.27,51099.3,47144.37,1,1,1,0.946408580405186,0.95178007061803,1,1.0031795949336,1.08388976244671,1
sporttournament24,2,7200,7200,7200,812471,814497,863017,47302.61,51120.25,47119.47,1,1,1,0.941437835194997,0.943785141527742,1,1.00388671604328,1.08490715196924,1
sporttournament26,0,7200,7200,7200,367025,392624,608618,74323.27,76427.3,73483.94,1,1,1,0.603111785753009,0.645165741772052,1,1.01142195151757,1.04005446632285,1
sporttournament26,1,7200,7200,7200,346294,459568,606985,74014.9,77922.76,73505.96,1,1,1,0.570585667575381,0.757172389368869,1,1.00692379230201,1.06008764459372,1
sporttournament26,2,7200,7200,7200,388254,471705,476331,73392.48,77867.63,74378.7,1,1,1,0.815131676989952,0.990290304367264,1,0.986740558789008,1.04690764963625,1
sporttournament28,0,7200,7200,7200,236471,168720,321005,63428.9,61016.15,66852.6,1,1,1,0.736740318587378,0.525747029787764,1,0.948787332130687,0.912696738795499,1
sporttournament28,1,7200,7200,7200,236311,178316,319591,63438.57,60940.35,66862.76,1,1,1,0.739498453193865,0.558088904598503,1,0.948787785607414,0.911424386310108,1
sporttournament28,2,7200,7200,7200,256372,284632,153540,63018.3,66124.63,60493.04,1,1,1,1.66930486852382,1.85324134340016,1,1.04174463706899,1.09309484198513,1
sporttournament30,0,7200,7200,7200,576993,101851,68994,99607.57,91544.98,93506.26,1,1,1,8.35228818710742,1.47554056792196,1,1.06525028377779,0.979025147621133,1
sporttournament30,1,7200,7200,7200,566631,102151,69052,99688.4,91528,93509,1,1,1,8.19543903285516,1.47864125404905,1,1.06608347859564,0.978814873434643,1
sporttournament30,2,7200,7200,7200,536866,102055,68963,99751.52,91533.14,93507.54,1,1,1,7.77501701345149,1.47915671198761,1,1.066775149897,0.978885125199529,1
sporttournament32,0,7200,7200,7200,348061,366004,30001,100719.84,100917.75,95051.45,1,1,1,11.5664263645726,12.162519517624,1,1.05963496611572,1.06171710163285,1
sporttournament32,1,7200,7200,7200,265114,274886,340411,100445.79,99640.66,99291.09,1,1,1,0.778870579805058,0.807568624802136,1,1.01162944227926,1.00352065829875,1
sporttournament32,2,7200,7200,7200,326464,363324,30138,102510.02,100853.34,95057.17,1,1,1,10.7997883457901,12.0187843111317,1,1.07840387000791,1.06097562130242,1
sporttournament34,0,7200,7200,7200,273716,249702,356789,104736.9,105798.29,105312.12,1,1,1,0.767230147188622,0.69994311956939,1,0.99453795061765,1.00461646769622,1
sporttournament34,1,7200,7200,7200,251792,258633,356934,104901.43,106024.22,105298.06,1,1,1,0.705512640252749,0.724673280415871,1,0.996233263936676,1.00689623341589,1
sporttournament34,2,7200,7200,7200,273895,245573,356064,104741.58,105718.21,105309.54,1,1,1,0.769294482317135,0.689774935142238,1,0.994606756424917,1.00388065506696,1
sporttournament36,0,7200,7200,7200,166374,155125,152553,105061.86,104052.74,105752.18,1,1,1,1.09053867267594,1.01684866985909,1,0.993472285866826,0.983929976668093,1
sporttournament36,1,7200,7200,7200,166926,136873,178601,105023.4,104882.76,105032.57,1,1,1,0.934667405330692,0.766492632945535,1,0.999912693748234,0.998573680525955,1
sporttournament36,2,7200,7200,7200,163185,149525,153285,105078.35,104659.06,105651.17,1,1,1,1.06454346904847,0.975486520846236,1,0.994578195395281,0.9906095692078,1
sporttournament38,0,7200,7200,7200,80197,72158,102614,111880.94,112903.93,112409.02,1,1,1,0.781753217672372,0.70348735323325,1,0.995302156357203,1.00440276056139,1
sporttournament38,1,7200,7200,7200,80371,71442,93218,111860.09,112952.03,113303.24,1,1,1,0.862330954371075,0.766647377783493,1,0.987262941465751,0.996900265164527,1
sporttournament38,2,7200,7200,7200,80987,73098,90508,111838.47,112923.52,113361.42,1,1,1,0.894920978280064,0.807853611160162,1,0.986565535258821,0.996137133779729,1
sporttournament40,0,7200,7200,7200,98245,76271,79631,125618.14,123823.54,123363.79,1,1,1,1.23346000928121,0.957858298528803,1,1.01827400082309,1.0037267823889,1
sporttournament40,1,7200,7200,7200,76119,73191,73557,124213.7,124888.17,123563.78,1,1,1,1.03478284480769,0.99503102217033,1,1.00525979376804,1.01071827035398,1
sporttournament40,2,7200,7200,7200,95859,101321,43930,126849.54,125443.12,121680.81,1,1,1,2.17940040881217,2.30345219168749,1,1.04247777443296,1.03091950160424,1
sporttournament42,0,7200,7200,7200,82659,78573,64991,118775.04,118757.61,114392.75,1,1,1,1.27143537509026,1.2086617197462,1,1.03830915857867,1.03815678878251,1
sporttournament42,1,7200,7200,7200,36689,77457,82718,111915.05,118329.14,117527.49,1,1,1,0.444215025719047,0.936475162404308,1,0.952245725659588,1.00682095737772,1
sporttournament42,2,7200,7200,7200,78708,62459,71148,117379.91,115110.63,118474.78,1,1,1,1.10610824163485,0.878045699528408,1,0.99075862390291,0.971604505195114,1
sporttournament44,0,7200,7200,7200,67324,76111,76561,127889.39,127256.25,127013.1,1,1,1,0.879508485409791,0.994130000913111,1,1.00689920960909,1.00191436946268,1
sporttournament44,1,7200,7200,7200,69041,77461,65687,127937.41,126445.24,128065.27,1,1,1,1.05098271695016,1.1789715293295,1,0.999001602854544,0.987349966153978,1
sporttournament44,2,7200,7200,7200,73058,75822,74416,127886.99,127274.03,127074.48,1,1,1,0.981775726018573,1.01886843094101,1,1.00639396675084,1.00157033890676,1
sporttournament46,0,7200,7200,7200,61351,54076,56660,123843.44,123438.78,122614.49,1,1,1,1.08264622973925,0.954474982381959,1,1.01002287739402,1.00672261492096,1
sporttournament46,1,7200,7200,7200,59984,51158,75611,122335.51,122147.9,123296.57,1,1,1,0.79359670325316,0.677021833022943,1,0.992205298168473,0.99068368244145,1
sporttournament46,2,7200,7200,7200,29232,29026,29622,119028.72,119722.02,119961,1,1,1,0.986878406567526,0.97994751362627,1,0.992228474254133,0.99800785255208,1
sporttournament48,0,7200,7200,7200,41242,36671,46021,126886.58,124635.38,125923.41,1,1,1,0.896381257995273,0.797272392185772,1,1.00764885576082,0.989771322107621,1
sporttournament48,1,7200,7200,7200,58612,53201,20130,129250.96,129502.84,120968.81,1,1,1,2.90222441917944,2.63475037073653,1,1.06846516883154,1.07054735844719,1
sporttournament48,2,7200,7200,7200,45226,46128,40615,129375.11,129066.35,128539.45,1,1,1,1.11325064472553,1.13540464202382,1,1.00650119476939,1.004099130656,1
sporttournament50,0,7200,7200,7200,44422,44028,48557,135974.03,136724.4,135936.44,1,1,1,0.915017366463201,0.906919867644943,1,1.0002765262942,1.00579653255595,1
sporttournament50,1,7200,7200,7200,62138,29385,46384,138312.47,129821.25,136989.13,1,1,1,1.33891231391447,0.634304276740384,1,1.00966018252689,0.947675556447435,1
sporttournament50,2,7200,7200,7200,49577,48119,54639,136551,136065.1,136652.44,1,1,1,0.907524799503096,0.880889311094466,1,0.999257678823737,0.995701942826634,1
spring,0,0.5,0.5,0.5,34,34,34,23.36,24.32,25.01,1,1,1,1,1,1,0.934026389444222,0.972411035585766,1
spring,1,0.5,0.5,0.5,34,34,34,23.95,23.47,25.18,1,1,1,1,1,1,0.951151707704527,0.93208895949166,1
spring,2,0.5,0.5,0.5,34,34,34,23.99,21.57,22.23,1,1,1,1,1,1,1.07917228969861,0.970310391363023,1
squfl010-025,0,128.7,452.51,447.81,319,333,333,3118.27,10535.51,10429.19,0.288986430783628,1.01047213743009,1,0.967667436489607,1,1,0.298994456904132,1.01019446380783,1
squfl010-025,1,125.75,140.83,129.87,307,327,317,3140.14,3381.73,3155.83,0.968518377015359,1.08374723007565,1,0.976019184652278,1.02398081534772,1,0.99502824930367,1.07158180256858,1
squfl010-025,2,160.58,477.76,479.67,303,319,319,3619.03,9874.06,9913.88,0.336155782553519,0.9960263798448,1,0.9618138424821,1,1,0.365046782894286,0.995983409119336,1
squfl010-025persp,0,3.97,3.93,3.98,1,1,1,5.11,6.03,5.36,0.997991967871486,0.98995983935743,1,1,1,1,0.953358208955224,1125,1
squfl010-025persp,1,2.2,2.17,2.24,1,1,1,5.03,4.04,5.58,0.987654320987654,0.978395061728395,1,1,1,1,0.901433691756272,0.724014336917563,1
squfl010-025persp,2,4.12,4.1,4.18,1,1,1,5.83,5.04,5.4,0.988416988416988,0.984555984555985,1,1,1,1,1.07962962962963,0.933333333333333,1
squfl010-040,0,7200,7200,7200,47,63,63,288693.42,240305.41,239813.1,1,1,1,0.901840490797546,1,1,1.20382673006604,1.00205289035503,1
squfl010-040,1,7200,7200,7200,43,39,39,250379.33,259724.84,259723.43,1,1,1,1.02877697841727,1,1,0.96402288388075,1.00000542885176,1
squfl010-040,2,7200,7200,7200,36,28,28,252770.83,297866.07,297863.13,1,1,1,1.0625,1,1,0.848614026180414,1.0000098703052,1
squfl010-040persp,0,5.83,5.77,5.93,1,1,1,7.27,7.73,8.45,0.985569985569986,0.976911976911977,1,1,1,1,0.860355029585799,0.914792899408284,1
squfl010-040persp,1,5.84,5.76,5.93,1,1,1,8.7,7.78,7.03,0.987012987012987,0.975468975468976,1,1,1,1,1.2375533428165,1.10668563300142,1
squfl010-040persp,2,5.98,5.79,6.14,1,1,1,8.46,8.05,7.92,0.977591036414566,0.950980392156863,1,1,1,1,1.06818181818182,1.01641414141414,1
squfl010-080,0,7200,7200,7200,64,64,64,371180.87,371153.07,371182.53,1,1,1,1,1,1,0.999995527806764,0.999920632040522,1
squfl010-080,1,7200,7200,7200,47,47,47,383461.27,383408.75,383448.74,1,1,1,1,1,1,1.00003267711872,0.99989570965861,1
squfl010-080,2,7200,7200,7200,52,52,52,389981.02,389939.01,389988.52,1,1,1,1,1,1,0.999980768664678,0.999873047545092,1
squfl010-080persp,0,101.01,97.77,100.39,6,6,6,103.1,103.13,103.18,1.00611500147944,0.974159187296578,1,1,1,1,0.999224655941073,0.999515409963171,1
squfl010-080persp,1,115.38,112.29,116.31,4,4,4,117.73,113.34,116.5,0.992072287102549,0.965731821669082,1,1,1,1,1.01055793991416,0.972875536480687,1
squfl010-080persp,2,108.57,105.31,108.22,4,4,4,115.21,112.28,115.31,1.0032045412928,0.973356528108405,1,1,1,1,0.999132772526234,0.973723007544879,1
squfl015-060,0,7200,7200,7200,137,228,219,331729.04,322935.55,324147.99,1,1,1,0.74294670846395,1.0282131661442,1,1.02338761995717,0.996259609692474,1
squfl015-060,1,7200,7200,7200,156,166,172,348043.24,343551.01,344963.39,1,1,1,0.941176470588235,0.977941176470588,1,1.00892804885759,0.995905710458145,1
squfl015-060,2,7200,7200,7200,152,189,175,343030.91,375023.74,376146.57,1,1,1,0.916363636363636,1.05090909090909,1,0.911960755085444,0.997014913627951,1
squfl015-060persp,0,99.26,97.07,99.53,2,2,2,52.78,53.08,53.5,0.997314234556849,0.975529692629066,1,1,1,1,0.986542056074766,0.99214953271028,1
squfl015-060persp,1,76.72,74.94,77.3,2,2,2,47.22,46.99,47.51,0.992592592592593,0.969859514687101,1,1,1,1,0.993896021890128,0.989054935802989,1
squfl015-060persp,2,108.52,105.34,108.48,2,2,2,53.43,54.2,52.41,1.00036536353672,0.971318962367556,1,1,1,1,1.01946193474528,1.03415378744514,1
squfl015-080,0,7200,7200,7200,96,81,81,429036.03,427170.6,428456.04,1,1,1,1.0828729281768,1,1,1.00135367446331,0.996999832234831,1
squfl015-080,1,7200,7200,7200,96,69,68,422806.23,427736.7,428536.07,1,1,1,1.16666666666667,1.00595238095238,1,0.986629270203556,0.998134649435694,1
squfl015-080,2,7200,7200,7200,82,70,91,432137.29,433666.63,428697.97,1,1,1,0.952879581151832,0.890052356020942,1,1.00802271118755,1.01159011786317,1
squfl015-080persp,0,159.2,153.49,159.88,2,2,2,77,74.42,77.11,0.995773247140726,0.960280954748881,1,1,1,1,0.998573466476462,0.965114771106212,1
squfl015-080persp,1,279.41,270.9,279.35,12,12,12,100.56,96.82,102.33,1.00021401819155,0.969859104690565,1,1,1,1,0.982703019642334,0.946154597869637,1
squfl015-080persp,2,295.98,289.04,296.6,6,6,6,106.32,106.54,106.79,0.997916666666667,0.974596774193548,1,1,1,1,0.995598838842588,0.997658956831164,1
squfl020-040,0,7200,7200,7200,162,111,111,331084.16,338822.06,338939.53,1,1,1,1.24170616113744,1,1,0.976823682973774,0.999653419003679,1
squfl020-040,1,7200,7200,7200,145,254,139,298630.38,265383.33,298616.4,1,1,1,1.02510460251046,1.48117154811715,1,1.000046815915,0.888709829734736,1
squfl020-040,2,7200,7200,7200,138,164,159,331351.37,322896.98,322874.69,1,1,1,0.918918918918919,1.01930501930502,1,1.02625377665868,1.00006903607093,1
squfl020-040persp,0,14.6,14.55,14.69,1,1,1,17.66,15.81,17.31,0.994263862332696,0.991077119184194,1,1,1,1,1.02021952628538,0.913344887348354,1
squfl020-040persp,1,12.32,12.27,12.43,1,1,1,17.16,17.64,17.16,0.99180938198064,0.988086373790022,1,1,1,1,1,1.02797202797203,1
squfl020-040persp,2,12.74,12.77,12.68,1,1,1,16.77,15.36,15.48,1.00438596491228,1.00657894736842,1,1,1,1,1.08333333333333,0.992248062015504,1
squfl020-050,0,7200,7200,7200,147,155,155,424882.61,420903.71,420861.87,1,1,1,0.968627450980392,1,1,1.00955358583566,1.00009941504085,1
squfl020-050,1,7200,7200,7200,177,179,167,390411.5,388167.6,388205.86,1,1,1,1.0374531835206,1.04494382022472,1,1.00568162469263,0.999901444043116,1
squfl020-050,2,7200,7200,7200,98,203,189,403088,386146.81,386927.2,1,1,1,0.685121107266436,1.04844290657439,1,1.04176703007698,0.997983108967268,1
squfl020-050persp,0,89.11,86.69,89.38,2,2,2,39.67,36.98,40.43,0.997012613410046,0.970236778048241,1,1,1,1,0.9812020776651,0.914667326242889,1
squfl020-050persp,1,47.68,46.82,47.44,2,2,2,34.09,33.95,32.92,1.00495458298927,0.987200660611065,1,1,1,1,1.03554070473876,1.0312879708384,1
squfl020-050persp,2,91.85,89.43,91.49,2,2,2,40.78,40.49,40.84,1.00389231268245,0.977727321872635,1,1,1,1,0.998530852105779,0.991429970617042,1
squfl020-150,0,7200,7200,7200,1,1,1,586742.21,624707.72,585496.75,1,1,1,1,1,1,1.00212718516371,1.06697043151819,1
squfl020-150,1,7200,7200,7200,1,1,1,598555.48,544756.58,599231.97,1,1,1,1,1,1,0.998871071581845,0.909091315671959,1
squfl020-150,2,7200,7200,7200,1,1,1,545220.32,543766.17,545217.47,1,1,1,1,1,1,1.00000522727197,0.99733812638102,1
squfl020-150persp,0,2511.84,2441.31,2514.04,12,12,12,777.99,767.6,779.27,0.999125262421273,0.971081970863286,1,1,1,1,0.998357437088557,0.98502444595583,1
squfl020-150persp,1,1911.7,1857.91,1896.16,8,8,8,665.12,656.64,658.07,1.00819119104345,0.979838284593814,1,1,1,1,1.0107131460179,0.997826978892823,1
squfl020-150persp,2,2519.94,2403.71,2503.11,8,8,8,712.4,688.49,704.42,1.00672095075696,0.960305258155592,1,1,1,1,1.01132846881122,0.977385650606172,1
squfl025-025,0,5234.78,5369.39,4461.31,5175,5308,5081,146239.31,152134.07,125514.29,1.17333399069092,1.20349998095157,1,1.01814321559544,1.04381393553368,1,1.16512080018937,1.21208565176125,1
squfl025-025,1,4220.2,4220.12,4296.97,4084,4368,5225,115476.1,127673.42,115502.35,0.982138079139687,0.982119465701249,1,0.785727699530516,0.83906103286385,1,0.999772731896797,1.10537508544198,1
squfl025-025,2,4258.81,5034.62,4604.72,4436,5630,5427,121751.91,142872.48,130227.99,0.924895564645701,1.09334045491259,1,0.820698389723177,1.03672878595983,1,0.934913531261598,1.09709502542426,1
squfl025-025persp,0,24.09,23.85,24.12,5,5,5,19.99,20.41,21.31,0.998805732484076,0.989251592356688,1,1,1,1,0.938057250117316,0.95776630689817,1
squfl025-025persp,1,21.24,21.14,21.4,5,5,5,19.66,19.05,20.56,0.992857142857143,0.988392857142857,1,1,1,1,0.956225680933852,0.926556420233463,1
squfl025-025persp,2,13.71,13.53,13.83,5,5,5,17.05,17.08,16.89,0.991908293998651,0.979770734996628,1,1,1,1,1.00947306098283,1.01124925991711,1
squfl025-030,0,7200,7200,7200,2554,2298,2849,237004.52,268352.39,243616.38,1,1,1,0.899966090200068,0.813157002373686,1,0.972859542531582,1.1015367275386,1
squfl025-030,1,7200,7200,7200,3267,1289,2491,231219.37,318096.89,258135.39,1,1,1,1.29949826321883,0.536086453106909,1,0.895729059080198,1.23228701806444,1
squfl025-030,2,7200,7200,7200,3157,2754,2272,228036.11,237046.24,261271.29,1,1,1,1.37310286677909,1.20320404721754,1,0.872794366346183,0.907280091892224,1
squfl025-030persp,0,39.33,38.8,39.53,2,2,2,43.42,43.31,43.31,0.99506538366642,0.981988650382433,1,1,1,1,1.00253982913877,1,1
squfl025-030persp,1,31.86,31.61,32.1,2,2,2,41.78,41.42,41.07,0.992749244712991,0.985196374622356,1,1,1,1,1.0172875578281,1.00852203554906,1
squfl025-030persp,2,22.62,22.57,22.86,2,2,2,34.48,35.13,34.64,0.989941324392288,0.987845766974015,1,1,1,1,0.995381062355658,1.0141454965358,1
squfl025-040,0,7200,7200,7200,480,465,569,389115.33,388049.07,386221.69,1,1,1,0.866965620328849,0.844544095665172,1,1.00749217373058,1.00473142769377,1
squfl025-040,1,7200,7200,7200,483,804,758,406582.76,401909.68,402237.35,1,1,1,0.67948717948718,1.05361305361305,1,1.01080309921493,0.999185381466937,1
squfl025-040,2,7200,7200,7200,290,456,595,412038.58,405588.45,402111.98,1,1,1,0.561151079136691,0.8,1,1.02468615831839,1.00864552704946,1
squfl025-040persp,0,210.78,201.36,208.21,16,16,16,142.95,138.87,142.07,1.01228430763348,0.967257779264854,1,1,1,1,1.0061941296544,0.977475892165834,1
squfl025-040persp,1,103.87,101.28,103.36,16,12,12,80.74,78.81,80.89,1.00488692985818,0.980068991950939,1,1.03571428571429,1,1,0.998145629867722,0.974286067499073,1
squfl025-040persp,2,176.32,171,175.82,15,15,15,132.81,130.52,129.83,1.00282773441918,0.972740640199073,1,1,1,1,1.02295309250558,1.00531464222445,1
squfl030-100,0,7200,7200,7200,5,6,5,523341.89,522756.42,523333.48,1,1,1,1,1.00952380952381,1,1.00001607005919,0.998897337888644,1
squfl030-100,1,7200,7200,7200,3,5,3,523203.37,522357.7,523189.54,1,1,1,1,1.01941747572816,1,1.00002643401472,0.998410059956474,1
squfl030-100,2,7200,7200,7200,5,7,5,525111.47,524344.61,525109.27,1,1,1,1,1.01904761904762,1,1.00000418960419,0.998543807844032,1
squfl030-100persp,0,1335.04,1312.61,1333.51,2,2,2,585.62,586.74,586.58,1.00114648822414,0.984338820990476,1,1,1,1,0.998363394592383,1.00027276756794,1
squfl030-100persp,1,1362.3,1327.91,1342.92,2,2,2,437.21,435.8,435.17,1.01442050122031,0.988831180427406,1,1,1,1,1.00468782314957,1.00144771009031,1
squfl030-100persp,2,1233.92,1213.47,1230.79,2,2,2,542.77,545.35,542.23,1.00254101754358,0.985939161707758,1,1,1,1,1.00099588735407,1.00575401582354,1
squfl030-150,0,7200,7200,7200,1,1,1,584915.13,582979.29,584922.34,1,1,1,1,1,1,0.999987673577316,0.996678106020023,1
squfl030-150,1,7200,7200,7200,1,1,1,586241.82,583893.22,586194.14,1,1,1,1,1,1,1.0000813382406,0.996074815759843,1
squfl030-150,2,7200,7200,7200,1,1,1,584992.29,582918.36,585158.72,1,1,1,1,1,1,0.999715581440878,0.996171363557566,1
squfl030-150persp,0,6954.5,6836.93,6980.61,14,22,24,2654.32,2630.52,2668.2,0.996260174945321,0.979420219691447,1,0.919354838709677,0.983870967741936,1,0.994797991155086,0.985878120080954,1
squfl030-150persp,1,2819.9,2770.76,2818.34,10,11,12,1923.21,1908.95,1926.76,1.00055332099002,0.983123709804422,1,0.982142857142857,0.991071428571429,1,0.998157528701032,0.990756503145176,1
squfl030-150persp,2,3762.35,3680.35,3794.96,15,14,14,1975.05,1956.14,1990.63,0.991409287769102,0.969807374155681,1,1.00877192982456,1,1,0.992173332060704,0.982673826878928,1
squfl040-080,0,7200,7200,7200,6,6,6,527764.54,526692.1,527755.62,1,1,1,1,1,1,1.00001690176222,0.997984824870268,1
squfl040-080,1,7200,7200,7200,8,8,8,530143.47,529245.72,530191.77,1,1,1,1,1,1,0.999908900886938,0.998215645633277,1
squfl040-080,2,7200,7200,7200,6,8,6,530496.29,529326.5,530437.82,1,1,1,1,1.0188679245283,1,1.00011022969667,0.997904900521611,1
squfl040-080persp,0,1028.21,1011,1032.09,2,2,2,784.18,774.24,784.51,0.996244276878103,0.979585515298764,1,1,1,1,0.999579355266345,0.986909026016239,1
squfl040-080persp,1,1124.71,1114.87,1116.17,2,2,2,833.62,825.13,827.42,1.00764431554732,0.998836345408487,1,1,1,1,1.00749317154529,0.997232360832467,1
squfl040-080persp,2,744.37,737.95,741.75,2,2,2,803.11,795.85,804.34,1.00352743184113,0.994883877482329,1,1,1,1,0.998470795932069,0.989444762165254,1
sssd08-04,0,10.57,10.49,9.94,19073,19073,18996,99.73,99.39,101.89,1.05758683729433,1.05027422303474,1,1.00403225806452,1.00403225806452,1,0.978800667386397,0.975463735400922,1
sssd08-04,1,10.31,10.9,10.84,20728,21508,21122,94.51,97.34,112.33,0.955236486486486,1.00506756756757,1,0.981434360569221,1.01818867213269,1,0.841360277753049,0.866553903676667,1
sssd08-04,2,11.2,11.43,11.52,21188,21188,21722,108.82,112.22,97.65,0.97444089456869,0.992811501597444,1,0.975529282375584,0.975529282375584,1,1.11438812083973,1.14920634920635,1
sssd08-04persp,0,9.17,9.03,8.98,16666,16666,16666,105.51,105.17,105.44,1.0190380761523,1.00501002004008,1,1,1,1,1.00066388467375,0.997439301972686,1
sssd08-04persp,1,9.58,9.45,9.4,18506,18506,18506,105.9,105.44,102.74,1.01730769230769,1.00480769230769,1,1,1,1,1.030757251314,1.02627992992019,1
sssd08-04persp,2,9.9,9.64,9.65,17423,17423,17423,114.89,113,111.75,1.02347417840376,0.99906103286385,1,1,1,1,1.02809843400447,1.01118568232662,1
sssd12-05,0,4585.38,7200,7200,9080544,13460742,12723887,27436.04,35342.74,37300.44,0.636908762671851,1,1,0.713663413834044,1.05791070047462,1,0.73554199360651,0.947515364430017,1
sssd12-05,1,4598.26,7200,6279.63,8257726,11378339,11344673,11881.15,23372.34,12321.41,0.732292779546001,1.14654103171179,1,0.72789697951647,1.00296753403528,1,0.964268699767315,1.8968884242956,1
sssd12-05,2,4183.6,5553.97,6292.13,7850120,10204982,10621401,18359.95,28561.59,30069.97,0.664947331455095,0.882703837359152,1,0.739087629893364,0.960794712536392,1,0.610574270609515,0.949837661959756,1
sssd12-05persp,0,7200,7200,7200,12688561,12633137,12707892,37501.56,37489.93,37441.22,1,1,1,0.998478831274052,0.994117481345597,1,1.00161159278464,1.00130097256446,1
sssd12-05persp,1,7200,7200,7200,11751271,11458589,11804394,38289.93,38306.63,38122.23,1,1,1,0.995499764750611,0.970705648204828,1,1.00439900813777,1.00483707275256,1
sssd12-05persp,2,7200,7200,7200,12270685,12186661,12382303,39804.54,39878.09,39691.4,1,1,1,0.990985756157347,0.984199997367232,1,1.00285049154225,1.00470353779408,1
sssd15-04,0,7200,7200,7200,4590638,4596578,4699876,69340.49,69335.11,69398.65,1,1,1,0.976757753656614,0.97802158989748,1,0.999161943351924,0.999084420230077,1
sssd15-04,1,7200,7200,7200,3476300,3491499,4687665,72405.19,72377.74,70177.3,1,1,1,0.741590075441068,0.744832345478069,1,1.03174659042169,1.031355438297,1
sssd15-04,2,7200,7200,7200,4700095,4700095,6271631,68122.98,68120.56,66142.92,1,1,1,0.749425477591434,0.749425477591434,1,1.02993608386204,1.0298994964238,1
sssd15-04persp,0,7200,7200,7200,4655885,4645283,4660267,68003.02,68017.76,67997.93,1,1,1,0.999059730703612,0.99678480257027,1,1.00007485521986,1.00029162652451,1
sssd15-04persp,1,7200,7200,7200,3228657,3228657,3246577,66966.65,66965.61,66934.3,1,1,1,0.994480510380306,0.994480510380306,1,1.000483309753,1.00046777212879,1
